Complation_Id,text_description,issue_type,department,priority,status,subcategory,created_time,Created_date,closed_date,satisfaction_score,city,district,submission_channel
362,Multiple cracks on road at Indiranagar,roads,BBMP Roads,Medium,In Progress,Road Damage,0.37880787,11-2024-02,,,Cairo,Nasr City,Call Center
363,Road surface damaged at Indiranagar,roads,BBMP Roads,Medium,Pending,Road Damage,0.275428241,07-2025-17,,,Giza,Haram,Website
364,Road surface damaged at Jayanagar,roads,BBMP Roads,High,In Progress,Road Damage,0.493425926,11-2024-15,,,Giza,Dokki,Mobile App
365,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,High,Closed,Pothole,0.135115741,12-2025-11,12/13/2025,5,Giza,Mohandessin,Website
366,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,Closed,Pothole,0.7996875,01-2025-23,1/27/2025,4,Giza,Haram,Mobile App
367,Road surface damaged at Yelahanka,roads,BBMP Roads,High,Closed,Pothole,0.326006944,03-2024-27,3/30/2024,4,Cairo,Maadi,Website
368,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,High,In Progress,Road Damage,0.75818287,02-2025-19,,,Giza,Haram,Mobile App
369,Road surface damaged at MG Road,roads,BBMP Roads,High,Pending,Pothole,0.826724537,07-2024-05,,,Giza,Mohandessin,Mobile App
370,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,High,Closed,Pothole,0.734050926,12-2025-20,12/27/2025,2,Cairo,Maadi,Mobile App
371,Pothole near bus stop at BTM Layout,roads,BBMP Roads,Medium,Closed,Pothole,0.715231481,06-2025-02,6/10/2025,2,Giza,Haram,Mobile App
372,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.641261574,01-2025-27,1/28/2025,5,Giza,Dokki,Call Center
373,Road surface damaged at Indiranagar,roads,BBMP Roads,Medium,Closed,Pothole,0.930277778,12-2024-09,12/12/2024,4,Giza,Haram,Call Center
374,Pothole near bus stop at MG Road,roads,BBMP Roads,Medium,Closed,Pothole,0.259641204,12-2025-13,12/17/2025,4,Giza,Mohandessin,Call Center
375,Large pothole near Indiranagar causing traffic issues,roads,BBMP Roads,High,Closed,Pothole,0.929259259,06-2025-30,7/6/2025,3,Giza,Dokki,Mobile App
376,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,High,In Progress,Road Damage,0.171099537,05-2025-24,,,Cairo,Heliopolis,Mobile App
377,Multiple cracks on road at Malleshwaram,roads,BBMP Roads,High,Pending,Road Damage,0.376770833,07-2025-26,,,Cairo,Nasr City,Website
378,Pothole near bus stop at Koramangala,roads,BBMP Roads,Medium,Closed,Pothole,0.228333333,12-2025-23,12/27/2025,4,Cairo,Maadi,Call Center
379,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.735972222,12-2023-23,1/1/2024,1,Giza,Mohandessin,Mobile App
380,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.738125,12-2024-18,12/20/2024,5,Cairo,Nasr City,Mobile App
381,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,Closed,Pothole,0.144710648,12-2024-19,12/21/2024,5,Cairo,Heliopolis,Mobile App
382,Road surface damaged at Indiranagar,roads,BBMP Roads,Medium,In Progress,Pothole,0.149768519,09-2025-22,,,Giza,Mohandessin,Call Center
383,Multiple cracks on road at Indiranagar,roads,BBMP Roads,Medium,Closed,Pothole,0.249143519,01-2025-10,1/18/2025,2,Giza,Haram,Call Center
384,Road surface damaged at Koramangala,roads,BBMP Roads,High,Closed,Road Damage,0.337488426,05-2024-16,5/18/2024,5,Cairo,Maadi,Call Center
385,Road surface damaged at Whitefield,roads,BBMP Roads,Medium,Closed,Road Damage,0.146793981,03-2023-12,3/13/2023,5,Cairo,Heliopolis,Website
386,Road surface damaged at BTM Layout,roads,BBMP Roads,High,Pending,Pothole,0.141909722,07-2025-25,,,Giza,Dokki,Mobile App
387,Pothole near bus stop at Indiranagar,roads,BBMP Roads,High,Closed,Road Damage,0.996956019,01-2024-22,1/24/2024,5,Giza,Dokki,Mobile App
388,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,Medium,In Progress,Pothole,0.119664352,10-2025-19,,,Giza,Dokki,Mobile App
389,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,Closed,Road Damage,0.563368056,10-2023-25,10/28/2023,4,Giza,Dokki,Call Center
390,Pothole near bus stop at Koramangala,roads,BBMP Roads,High,Pending,Road Damage,0.629189815,03-2023-25,,,Giza,Mohandessin,Mobile App
391,Large pothole near Jayanagar causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.120011574,02-2024-08,2/14/2024,3,Giza,Haram,Mobile App
392,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,High,Closed,Pothole,0.845219907,03-2024-11,3/15/2024,4,Cairo,Heliopolis,Mobile App
393,Road surface damaged at BTM Layout,roads,BBMP Roads,High,Closed,Pothole,0.738530093,11-2024-27,11/28/2024,5,Cairo,Nasr City,Mobile App
394,Multiple cracks on road at Yelahanka,roads,BBMP Roads,Medium,Closed,Pothole,0.398900463,10-2024-24,10/30/2024,3,Giza,Dokki,Website
395,Road surface damaged at BTM Layout,roads,BBMP Roads,Medium,Closed,Road Damage,0.761875,11-2024-12,11/18/2024,3,Giza,Dokki,Website
396,Multiple cracks on road at Jayanagar,roads,BBMP Roads,Medium,Closed,Road Damage,0.571828704,02-2025-21,2/26/2025,3,Cairo,Maadi,Mobile App
397,Road surface damaged at Jayanagar,roads,BBMP Roads,High,In Progress,Pothole,0.391909722,03-2024-05,,,Cairo,Nasr City,Call Center
398,Pothole near bus stop at Jayanagar,roads,BBMP Roads,Medium,In Progress,Pothole,0.999780093,01-2025-12,,,Cairo,Heliopolis,Call Center
399,Road surface damaged at Indiranagar,roads,BBMP Roads,High,Closed,Pothole,0.249722222,04-2023-22,4/25/2023,4,Giza,Mohandessin,Call Center
400,Multiple cracks on road at Koramangala,roads,BBMP Roads,Medium,Closed,Pothole,0.405486111,01-2023-28,2/3/2023,3,Giza,Dokki,Call Center
401,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.24994213,03-2025-07,3/9/2025,5,Cairo,Maadi,Website
402,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,Closed,Pothole,0.65005787,05-2025-24,5/31/2025,2,Giza,Mohandessin,Mobile App
403,Pothole near bus stop at Indiranagar,roads,BBMP Roads,Medium,Closed,Pothole,0.36375,05-2025-01,5/3/2025,5,Cairo,Heliopolis,Mobile App
404,Multiple cracks on road at Yelahanka,roads,BBMP Roads,High,Closed,Road Damage,0.300659722,09-2025-20,9/29/2025,1,Cairo,Nasr City,Call Center
405,Multiple cracks on road at Koramangala,roads,BBMP Roads,Medium,Closed,Road Damage,0.577476852,11-2025-22,11/24/2025,5,Cairo,Nasr City,Mobile App
406,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.145486111,12-2025-13,12/21/2025,2,Giza,Dokki,Mobile App
407,Multiple cracks on road at Indiranagar,roads,BBMP Roads,Medium,Closed,Road Damage,0.622916667,05-2024-04,5/5/2024,5,Giza,Haram,Mobile App
408,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.255972222,04-2024-09,4/11/2024,5,Giza,Mohandessin,Call Center
409,Road surface damaged at MG Road,roads,BBMP Roads,High,Closed,Road Damage,0.923298611,11-2023-10,11/12/2023,5,Cairo,Nasr City,Call Center
410,Road surface damaged at Malleshwaram,roads,BBMP Roads,High,In Progress,Road Damage,0.573576389,12-2025-16,,,Giza,Mohandessin,Website
411,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.77087963,12-2023-24,1/2/2024,1,Giza,Haram,Website
412,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,High,Pending,Pothole,0.272847222,11-2024-16,,,Giza,Mohandessin,Mobile App
413,Pothole near bus stop at Yelahanka,roads,BBMP Roads,High,Closed,Road Damage,0.823888889,04-2025-18,4/26/2025,2,Giza,Dokki,Mobile App
414,Road surface damaged at Malleshwaram,roads,BBMP Roads,Medium,Closed,Road Damage,0.970347222,05-2023-24,5/27/2023,4,Cairo,Heliopolis,Mobile App
415,Pothole near bus stop at MG Road,roads,BBMP Roads,Medium,Closed,Road Damage,0.621782407,02-2025-20,2/22/2025,5,Giza,Mohandessin,Call Center
416,Multiple cracks on road at Jayanagar,roads,BBMP Roads,Medium,Closed,Road Damage,0.354189815,06-2023-30,7/3/2023,4,Giza,Mohandessin,Mobile App
417,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.324618056,08-2023-19,8/25/2023,3,Cairo,Maadi,Mobile App
418,Multiple cracks on road at Whitefield,roads,BBMP Roads,Medium,Closed,Pothole,0.575081019,01-2023-10,1/15/2023,3,Giza,Mohandessin,Call Center
419,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,Closed,Pothole,0.300034722,07-2024-29,8/1/2024,4,Cairo,Heliopolis,Website
420,Large pothole near Indiranagar causing traffic issues,roads,BBMP Roads,High,Closed,Pothole,0.822418981,09-2024-28,10/1/2024,4,Giza,Mohandessin,Call Center
421,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,High,Closed,Road Damage,0.768726852,12-2023-13,12/19/2023,3,Cairo,Nasr City,Call Center
422,Pothole near bus stop at Koramangala,roads,BBMP Roads,Medium,Pending,Pothole,0.048530093,07-2023-01,,,Giza,Mohandessin,Mobile App
423,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,Medium,Pending,Pothole,0.414074074,10-2023-15,,,Giza,Haram,Mobile App
424,Multiple cracks on road at Yelahanka,roads,BBMP Roads,Medium,Pending,Road Damage,0.710833333,11-2024-05,,,Cairo,Heliopolis,Call Center
425,Pothole near bus stop at Indiranagar,roads,BBMP Roads,High,Pending,Pothole,0.911053241,03-2025-28,,,Giza,Mohandessin,Mobile App
426,Multiple cracks on road at Indiranagar,roads,BBMP Roads,Medium,Closed,Pothole,0.342048611,08-2023-01,8/2/2023,5,Giza,Mohandessin,Call Center
427,Pothole near bus stop at Jayanagar,roads,BBMP Roads,High,Closed,Pothole,0.301400463,03-2023-20,3/23/2023,4,Cairo,Nasr City,Website
428,Multiple cracks on road at MG Road,roads,BBMP Roads,High,Closed,Road Damage,0.363020833,11-2025-05,11/9/2025,4,Cairo,Nasr City,Call Center
429,Road surface damaged at Whitefield,roads,BBMP Roads,High,Pending,Road Damage,0.582002315,10-2025-18,,,Giza,Dokki,Mobile App
430,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,Medium,Pending,Road Damage,0.257164352,06-2024-14,,,Cairo,Heliopolis,Mobile App
431,Pothole near bus stop at BTM Layout,roads,BBMP Roads,High,In Progress,Road Damage,0.500578704,12-2024-01,,,Cairo,Nasr City,Website
432,Multiple cracks on road at MG Road,roads,BBMP Roads,High,Pending,Pothole,0.789479167,01-2023-04,,,Giza,Dokki,Call Center
433,Multiple cracks on road at Whitefield,roads,BBMP Roads,High,Pending,Road Damage,0.50650463,01-2023-30,,,Cairo,Maadi,Call Center
434,Road surface damaged at Yelahanka,roads,BBMP Roads,High,Pending,Road Damage,0.027430556,11-2025-06,,,Giza,Dokki,Call Center
435,Road surface damaged at Whitefield,roads,BBMP Roads,Medium,Closed,Road Damage,0.91724537,01-2025-20,1/22/2025,5,Giza,Mohandessin,Call Center
436,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.471435185,08-2025-06,8/10/2025,4,Giza,Dokki,Mobile App
437,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,High,Closed,Road Damage,0.954768519,01-2025-12,1/16/2025,4,Cairo,Nasr City,Call Center
438,Pothole near bus stop at Malleshwaram,roads,BBMP Roads,High,Closed,Road Damage,0.301689815,09-2023-19,9/21/2023,5,Giza,Dokki,Mobile App
439,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,Pending,Road Damage,0.512835648,05-2025-10,,,Cairo,Nasr City,Website
440,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,High,In Progress,Road Damage,0.853321759,06-2025-30,,,Giza,Haram,Website
441,Multiple cracks on road at MG Road,roads,BBMP Roads,High,Closed,Road Damage,0.638159722,03-2024-04,3/7/2024,4,Giza,Mohandessin,Call Center
442,Multiple cracks on road at Koramangala,roads,BBMP Roads,Medium,Pending,Road Damage,0.371469907,06-2023-10,,,Cairo,Maadi,Website
443,Road surface damaged at MG Road,roads,BBMP Roads,Medium,Closed,Pothole,0.06119213,12-2024-16,12/17/2024,5,Giza,Dokki,Mobile App
444,Multiple cracks on road at Whitefield,roads,BBMP Roads,Medium,Closed,Pothole,0.154224537,12-2023-09,12/18/2023,1,Cairo,Maadi,Website
445,Road surface damaged at Malleshwaram,roads,BBMP Roads,High,Closed,Road Damage,0.178148148,10-2024-18,10/27/2024,1,Giza,Mohandessin,Call Center
446,Road surface damaged at BTM Layout,roads,BBMP Roads,High,Closed,Road Damage,0.714918981,05-2024-06,5/15/2024,1,Giza,Mohandessin,Mobile App
447,Road surface damaged at MG Road,roads,BBMP Roads,Medium,In Progress,Road Damage,0.595127315,11-2025-24,,,Giza,Haram,Mobile App
448,Multiple cracks on road at Jayanagar,roads,BBMP Roads,Medium,In Progress,Road Damage,0.293333333,06-2024-24,,,Cairo,Heliopolis,Call Center
449,Road surface damaged at MG Road,roads,BBMP Roads,Medium,Closed,Pothole,0.283530093,01-2025-21,1/26/2025,3,Cairo,Nasr City,Mobile App
450,Pothole near bus stop at Whitefield,roads,BBMP Roads,High,In Progress,Pothole,0.815902778,05-2025-11,,,Cairo,Nasr City,Mobile App
451,Multiple cracks on road at MG Road,roads,BBMP Roads,Medium,In Progress,Road Damage,0.354918981,08-2025-21,,,Cairo,Heliopolis,Call Center
452,Large pothole near Indiranagar causing traffic issues,roads,BBMP Roads,High,Closed,Road Damage,0.104444444,12-2024-25,12/26/2024,5,Giza,Haram,Call Center
453,Multiple cracks on road at Jayanagar,roads,BBMP Roads,Medium,Closed,Road Damage,0.788009259,01-2025-12,1/18/2025,3,Giza,Dokki,Call Center
454,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,High,Closed,Pothole,0.050347222,06-2025-07,6/8/2025,5,Cairo,Heliopolis,Mobile App
455,Multiple cracks on road at Koramangala,roads,BBMP Roads,High,Closed,Road Damage,0.177337963,02-2025-03,2/9/2025,3,Cairo,Maadi,Mobile App
456,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,Medium,In Progress,Pothole,0.293680556,08-2024-27,,,Giza,Mohandessin,Call Center
457,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,High,Pending,Pothole,0.873368056,03-2023-10,,,Giza,Haram,Mobile App
458,Road surface damaged at Whitefield,roads,BBMP Roads,Medium,Closed,Pothole,0.199664352,11-2025-10,11/11/2025,5,Cairo,Heliopolis,Website
459,Multiple cracks on road at MG Road,roads,BBMP Roads,Medium,Closed,Pothole,0.85431713,03-2025-06,3/7/2025,5,Cairo,Heliopolis,Website
460,Large pothole near Yelahanka causing traffic issues,roads,BBMP Roads,Medium,Closed,Road Damage,0.384965278,01-2024-06,1/8/2024,5,Cairo,Maadi,Call Center
461,Pothole near bus stop at MG Road,roads,BBMP Roads,High,Closed,Road Damage,0.776030093,06-2023-14,6/17/2023,4,Giza,Dokki,Mobile App
462,Multiple cracks on road at Indiranagar,roads,BBMP Roads,High,In Progress,Road Damage,0.742025463,08-2023-11,,,Cairo,Heliopolis,Call Center
463,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,High,In Progress,Pothole,0.869247685,01-2024-29,,,Giza,Dokki,Call Center
464,Large pothole near Koramangala causing traffic issues,roads,BBMP Roads,Medium,Closed,Pothole,0.313298611,03-2024-20,3/24/2024,4,Cairo,Heliopolis,Mobile App
465,Pothole near bus stop at Jayanagar,roads,BBMP Roads,High,In Progress,Road Damage,0.988553241,07-2024-30,,,Cairo,Heliopolis,Website
466,Road surface damaged at MG Road,roads,BBMP Roads,Medium,Pending,Pothole,0.615983796,09-2025-22,,,Cairo,Maadi,Mobile App
467,Road surface damaged at Yelahanka,roads,BBMP Roads,High,Closed,Road Damage,0.383460648,05-2024-01,5/5/2024,4,Cairo,Maadi,Call Center
468,Large pothole near MG Road causing traffic issues,roads,BBMP Roads,High,Pending,Road Damage,0.328900463,06-2025-11,,,Cairo,Nasr City,Website
469,Multiple cracks on road at Yelahanka,roads,BBMP Roads,Medium,Pending,Road Damage,0.002789352,01-2024-29,,,Giza,Mohandessin,Mobile App
470,Pothole near bus stop at Yelahanka,roads,BBMP Roads,High,Closed,Road Damage,0.105914352,11-2023-05,11/14/2023,1,Giza,Mohandessin,Mobile App
471,Multiple cracks on road at Koramangala,roads,BBMP Roads,High,Closed,Road Damage,0.883206019,09-2023-23,9/27/2023,4,Cairo,Maadi,Website
472,Multiple cracks on road at Malleshwaram,roads,BBMP Roads,High,In Progress,Pothole,0.606608796,06-2023-26,,,Cairo,Heliopolis,Website
473,Road surface damaged at Jayanagar,roads,BBMP Roads,Medium,In Progress,Road Damage,0.100636574,08-2024-02,,,Cairo,Heliopolis,Mobile App
474,Pothole near bus stop at Jayanagar,roads,BBMP Roads,Medium,Closed,Pothole,0.345162037,06-2025-02,6/11/2025,1,Giza,Mohandessin,Mobile App
475,Pothole near bus stop at BTM Layout,roads,BBMP Roads,High,In Progress,Road Damage,0.373333333,11-2024-16,,,Cairo,Heliopolis,Call Center
476,Multiple cracks on road at BTM Layout,roads,BBMP Roads,Medium,Closed,Pothole,0.831458333,12-2025-17,12/24/2025,2,Giza,Dokki,Website
477,Multiple cracks on road at Jayanagar,roads,BBMP Roads,Medium,Pending,Road Damage,0.748113426,02-2025-05,,,Giza,Haram,Mobile App
478,Multiple cracks on road at Jayanagar,roads,BBMP Roads,Medium,Closed,Pothole,0.154791667,09-2023-23,9/25/2023,5,Giza,Mohandessin,Call Center
479,Large pothole near BTM Layout causing traffic issues,roads,BBMP Roads,High,Closed,Road Damage,0.403321759,07-2023-25,8/3/2023,1,Giza,Mohandessin,Call Center
480,Large pothole near Whitefield causing traffic issues,roads,BBMP Roads,High,Closed,Pothole,0.4071875,08-2025-30,9/4/2025,3,Giza,Dokki,Mobile App
481,Multiple cracks on road at Jayanagar,roads,BBMP Roads,Medium,Closed,Pothole,0.159421296,05-2023-03,5/4/2023,5,Cairo,Heliopolis,Mobile App
482,Multiple cracks on road at Jayanagar,roads,BBMP Roads,Medium,Closed,Road Damage,0.988738426,01-2023-16,1/20/2023,4,Cairo,Nasr City,Call Center
483,Road surface damaged at Whitefield,roads,BBMP Roads,High,In Progress,Pothole,0.143321759,12-2023-23,,,Cairo,Heliopolis,Call Center
484,Large pothole near Jayanagar causing traffic issues,roads,BBMP Roads,High,Pending,Pothole,0.8965625,12-2024-28,,,Giza,Haram,Mobile App
485,Pothole near bus stop at Indiranagar,roads,BBMP Roads,Medium,Closed,Road Damage,0.480162037,07-2024-04,7/9/2024,3,Giza,Dokki,Mobile App
486,Large pothole near Jayanagar causing traffic issues,roads,BBMP Roads,High,In Progress,Road Damage,0.684826389,05-2024-07,,,Giza,Mohandessin,Website
487,Road surface damaged at Whitefield,roads,BBMP Roads,Medium,Closed,Pothole,0.439085648,05-2024-31,6/9/2024,1,Cairo,Heliopolis,Website
488,Pothole near bus stop at MG Road,roads,BBMP Roads,Medium,Closed,Pothole,0.904780093,04-2025-23,4/30/2025,2,Giza,Mohandessin,Website
489,Pothole near bus stop at Whitefield,roads,BBMP Roads,High,Pending,Road Damage,0.160324074,05-2025-19,,,Cairo,Nasr City,Mobile App
490,Road surface damaged at BTM Layout,roads,BBMP Roads,High,Closed,Pothole,0.207835648,02-2023-27,3/3/2023,4,Cairo,Maadi,Call Center
491,Multiple cracks on road at Malleshwaram,roads,BBMP Roads,High,Closed,Road Damage,0.16462963,01-2023-20,1/27/2023,2,Cairo,Heliopolis,Mobile App
492,Large pothole near Malleshwaram causing traffic issues,roads,BBMP Roads,Medium,Pending,Road Damage,0.353009259,01-2023-28,,,Giza,Haram,Mobile App
493,Multiple cracks on road at Malleshwaram,roads,BBMP Roads,High,In Progress,Pothole,0.217569444,08-2023-26,,,Giza,Haram,Mobile App
