complaint_id	text_description	issue_type	department	priority	status	created_time	subcategory	Created_date	closed_date	satisfaction_score	city	district	submission_channel	max_resolution_days
357	Broken water pipe flooding street at Whitefield	water	BWSSB	High	Closed	0.4289004629629629	No Water	4/5/2025	4/14/2025	1.0	Giza	Mohandessin	Call Center	3
358	Water contamination issue at BTM Layout	water	BWSSB	High	Pending	0.3912268518518518	Low Pressure	9/25/2025			Giza	Dokki	Mobile App	3
359	Water leakage reported at Jayanagar	water	BWSSB	High	Closed	0.0384722222222222	No Water	12/7/2025	12/12/2025	3.0	Cairo	Nasr City	Mobile App	3
360	Broken water pipe flooding street at Yelahanka	water	BWSSB	High	Pending	0.7903125	No Water	12/28/2023			Cairo	Nasr City	Call Center	3
361	No water supply in Malleshwaram since 3 days	water	BWSSB	Critical	Closed	0.7796759259259259	No Water	1/19/2024	1/25/2024	3.0	Giza	Haram	Website	1
362	No water supply in BTM Layout since 5 days	water	BWSSB	Critical	Pending	0.8778472222222222	Leakage	4/4/2023			Giza	Haram	Call Center	1
363	No water supply in MG Road since 3 days	water	BWSSB	High	Closed	0.1159953703703703	Low Pressure	6/11/2024	6/17/2024	3.0	Giza	Dokki	Call Center	3
364	No water supply in Malleshwaram since 9 days	water	BWSSB	High	Closed	0.2835185185185185	Leakage	5/5/2025	5/7/2025	5.0	Cairo	Maadi	Call Center	3
365	Broken water pipe flooding street at Jayanagar	water	BWSSB	Critical	In Progress	0.4124189814814815	Leakage	8/25/2023			Cairo	Nasr City	Mobile App	1
366	No water supply in BTM Layout since 3 days	water	BWSSB	Critical	In Progress	0.3500925925925925	Leakage	12/28/2025			Cairo	Heliopolis	Mobile App	1
367	No water supply in Indiranagar since 5 days	water	BWSSB	Critical	In Progress	0.7471875	Leakage	10/18/2024			Cairo	Heliopolis	Mobile App	1
368	Broken water pipe flooding street at Indiranagar	water	BWSSB	Critical	Closed	0.2293518518518518	No Water	2/4/2023	2/6/2023	5.0	Giza	Mohandessin	Mobile App	1
369	Broken water pipe flooding street at Malleshwaram	water	BWSSB	High	Closed	0.0514467592592592	Low Pressure	1/13/2024	1/21/2024	2.0	Giza	Dokki	Mobile App	3
370	Broken water pipe flooding street at Koramangala	water	BWSSB	Critical	Pending	0.6556828703703703	Leakage	12/5/2025			Giza	Haram	Mobile App	1
371	Broken water pipe flooding street at Malleshwaram	water	BWSSB	High	In Progress	0.6984259259259259	Low Pressure	7/2/2023			Cairo	Maadi	Mobile App	3
372	Water leakage reported at Koramangala	water	BWSSB	High	Closed	0.0475810185185185	No Water	6/14/2024	6/21/2024	2.0	Giza	Haram	Mobile App	3
373	Broken water pipe flooding street at Yelahanka	water	BWSSB	Critical	Pending	0.4984953703703704	Leakage	5/2/2024			Cairo	Heliopolis	Mobile App	1
374	No water supply in MG Road since 6 days	water	BWSSB	Critical	Closed	0.9503703703703704	No Water	6/10/2025	6/13/2025	4.0	Giza	Dokki	Mobile App	1
375	Water leakage reported at Indiranagar	water	BWSSB	Critical	Pending	0.3956944444444444	Leakage	1/19/2023			Cairo	Maadi	Mobile App	1
376	Water leakage reported at Whitefield	water	BWSSB	High	Closed	0.9231944444444444	Leakage	1/13/2024	1/16/2024	4.0	Giza	Mohandessin	Call Center	3
377	Water leakage reported at MG Road	water	BWSSB	High	Closed	0.3239236111111111	No Water	10/18/2024	10/24/2024	3.0	Cairo	Nasr City	Call Center	3
378	Water leakage reported at Koramangala	water	BWSSB	Critical	Closed	0.8208912037037037	No Water	8/20/2023	8/25/2023	3.0	Cairo	Maadi	Website	1
379	Water contamination issue at Indiranagar	water	BWSSB	High	In Progress	0.6125231481481481	Low Pressure	6/14/2023			Cairo	Nasr City	Call Center	3
380	No water supply in Yelahanka since 6 days	water	BWSSB	High	Closed	0.0440277777777777	No Water	10/29/2024	11/3/2024	3.0	Giza	Haram	Mobile App	3
381	Water contamination issue at Indiranagar	water	BWSSB	Critical	Closed	0.5811111111111111	Leakage	3/22/2023	3/24/2023	5.0	Cairo	Maadi	Website	1
382	Water contamination issue at MG Road	water	BWSSB	Critical	Closed	0.2649421296296296	Leakage	9/23/2025	9/26/2025	4.0	Giza	Dokki	Mobile App	1
383	Water contamination issue at Whitefield	water	BWSSB	High	In Progress	0.1882638888888889	Leakage	11/24/2023			Giza	Mohandessin	Mobile App	3
384	Water leakage reported at MG Road	water	BWSSB	High	Closed	0.303912037037037	Low Pressure	12/28/2025	12/31/2025	4.0	Giza	Mohandessin	Call Center	3
385	No water supply in MG Road since 8 days	water	BWSSB	High	Closed	0.9592824074074074	Low Pressure	7/3/2023	7/5/2023	5.0	Cairo	Heliopolis	Mobile App	3
386	No water supply in Malleshwaram since 2 days	water	BWSSB	High	In Progress	0.488449074074074	Low Pressure	4/19/2025			Cairo	Nasr City	Mobile App	3
387	Broken water pipe flooding street at MG Road	water	BWSSB	Critical	Closed	0.3051736111111111	Leakage	5/21/2023	5/22/2023	5.0	Giza	Haram	Mobile App	1
388	Broken water pipe flooding street at Malleshwaram	water	BWSSB	Critical	Closed	0.6224189814814814	Low Pressure	1/29/2024	2/1/2024	4.0	Cairo	Maadi	Mobile App	1
389	Water leakage reported at Jayanagar	water	BWSSB	Critical	Closed	0.0733449074074074	Leakage	6/23/2025	6/28/2025	3.0	Cairo	Heliopolis	Mobile App	1
390	No water supply in Malleshwaram since 2 days	water	BWSSB	High	Closed	0.0749074074074074	Low Pressure	12/18/2025	12/27/2025	1.0	Giza	Haram	Website	3
391	Water contamination issue at MG Road	water	BWSSB	High	Pending	0.1325	Low Pressure	1/10/2025			Cairo	Nasr City	Website	3
392	No water supply in Koramangala since 5 days	water	BWSSB	Critical	Pending	0.704837962962963	Low Pressure	6/16/2025			Giza	Dokki	Mobile App	1
393	Water leakage reported at BTM Layout	water	BWSSB	High	Closed	0.6807060185185185	Leakage	4/14/2025	4/18/2025	4.0	Giza	Mohandessin	Mobile App	3
394	Broken water pipe flooding street at BTM Layout	water	BWSSB	Critical	Closed	0.5912615740740741	No Water	10/22/2023	10/30/2023	2.0	Giza	Dokki	Website	1
395	Water leakage reported at MG Road	water	BWSSB	High	Closed	0.6520370370370371	Low Pressure	9/29/2025	10/5/2025	3.0	Giza	Dokki	Website	3
396	No water supply in MG Road since 5 days	water	BWSSB	Critical	In Progress	0.1764004629629629	No Water	12/9/2025			Giza	Dokki	Call Center	1
397	No water supply in Koramangala since 10 days	water	BWSSB	High	Closed	0.9212037037037036	No Water	7/9/2024	7/16/2024	2.0	Cairo	Maadi	Call Center	3
398	Water contamination issue at Koramangala	water	BWSSB	Critical	Closed	0.1755787037037037	Low Pressure	2/14/2024	2/15/2024	5.0	Cairo	Nasr City	Mobile App	1
399	Water leakage reported at Malleshwaram	water	BWSSB	Critical	In Progress	0.9805787037037036	Low Pressure	2/27/2023			Cairo	Nasr City	Call Center	1
400	No water supply in Indiranagar since 3 days	water	BWSSB	High	Closed	0.0931481481481481	Leakage	5/30/2024	6/8/2024	1.0	Giza	Mohandessin	Call Center	3
401	Water leakage reported at Jayanagar	water	BWSSB	High	Closed	0.2247222222222222	Low Pressure	2/4/2024	2/13/2024	1.0	Giza	Dokki	Call Center	3
402	Water leakage reported at Jayanagar	water	BWSSB	High	Closed	0.4401041666666667	Low Pressure	11/17/2025	11/22/2025	3.0	Giza	Mohandessin	Website	3
403	Water leakage reported at Jayanagar	water	BWSSB	Critical	Closed	0.3091319444444444	Low Pressure	8/22/2025	8/24/2025	5.0	Giza	Mohandessin	Mobile App	1
404	Water leakage reported at MG Road	water	BWSSB	Critical	Closed	0.1175462962962963	Low Pressure	1/14/2023	1/21/2023	2.0	Cairo	Nasr City	Mobile App	1
405	Water contamination issue at Jayanagar	water	BWSSB	High	Closed	0.3055092592592592	Leakage	7/6/2024	7/13/2024	2.0	Cairo	Maadi	Call Center	3
406	Water contamination issue at BTM Layout	water	BWSSB	Critical	Closed	0.7118055555555556	Low Pressure	3/30/2024	4/8/2024	1.0	Giza	Haram	Mobile App	1
407	No water supply in MG Road since 3 days	water	BWSSB	Critical	Closed	0.3421527777777777	Low Pressure	6/4/2023	6/5/2023	5.0	Giza	Dokki	Mobile App	1
408	Water contamination issue at Jayanagar	water	BWSSB	High	Closed	0.4452662037037037	Leakage	7/24/2023	7/28/2023	4.0	Giza	Dokki	Website	3
409	Broken water pipe flooding street at Jayanagar	water	BWSSB	Critical	Pending	0.0673958333333333	No Water	6/4/2024			Cairo	Heliopolis	Call Center	1
410	No water supply in MG Road since 7 days	water	BWSSB	High	Closed	0.9001388888888889	Low Pressure	2/15/2024	2/19/2024	4.0	Giza	Mohandessin	Mobile App	3
411	Water leakage reported at MG Road	water	BWSSB	Critical	Closed	0.2440625	Leakage	4/24/2024	4/26/2024	5.0	Giza	Haram	Mobile App	1
412	Broken water pipe flooding street at MG Road	water	BWSSB	Critical	Pending	0.0029398148148148	Leakage	9/24/2023			Cairo	Maadi	Mobile App	1
413	Broken water pipe flooding street at Yelahanka	water	BWSSB	Critical	Closed	0.993425925925926	No Water	1/15/2025	1/23/2025	2.0	Giza	Mohandessin	Website	1
414	No water supply in Malleshwaram since 10 days	water	BWSSB	Critical	Closed	0.7101388888888889	No Water	6/15/2024	6/17/2024	5.0	Cairo	Maadi	Call Center	1
415	Water leakage reported at Koramangala	water	BWSSB	Critical	Closed	0.4432754629629629	No Water	1/23/2024	1/24/2024	5.0	Giza	Mohandessin	Mobile App	1
416	No water supply in Jayanagar since 10 days	water	BWSSB	High	In Progress	0.6817013888888889	Leakage	4/20/2024			Giza	Haram	Mobile App	3
417	Water contamination issue at Yelahanka	water	BWSSB	High	Closed	0.3186342592592592	Low Pressure	2/27/2025	3/7/2025	2.0	Giza	Dokki	Call Center	3
418	No water supply in Jayanagar since 3 days	water	BWSSB	High	Pending	0.232824074074074	Leakage	5/3/2025			Cairo	Nasr City	Call Center	3
419	Broken water pipe flooding street at Indiranagar	water	BWSSB	High	Closed	0.4021296296296296	No Water	5/22/2023	5/29/2023	2.0	Cairo	Nasr City	Call Center	3
420	Broken water pipe flooding street at BTM Layout	water	BWSSB	Critical	In Progress	0.3366087962962963	No Water	5/21/2023			Cairo	Heliopolis	Website	1
421	Water leakage reported at BTM Layout	water	BWSSB	High	Closed	0.6789236111111111	Low Pressure	1/13/2025	1/17/2025	4.0	Giza	Mohandessin	Mobile App	3
422	Broken water pipe flooding street at Whitefield	water	BWSSB	High	Closed	0.0168402777777777	Leakage	9/22/2023	9/29/2023	2.0	Giza	Haram	Call Center	3
423	Broken water pipe flooding street at Yelahanka	water	BWSSB	High	In Progress	0.5060185185185185	Low Pressure	11/1/2025			Giza	Haram	Mobile App	3
424	No water supply in BTM Layout since 7 days	water	BWSSB	High	Closed	0.9022569444444444	Low Pressure	8/16/2024	8/17/2024	5.0	Cairo	Heliopolis	Mobile App	3
425	Water contamination issue at Whitefield	water	BWSSB	Critical	Closed	0.903912037037037	Leakage	2/26/2025	2/28/2025	5.0	Cairo	Heliopolis	Website	1
426	Water leakage reported at Indiranagar	water	BWSSB	Critical	Closed	0.1165277777777777	Leakage	2/15/2023	2/24/2023	1.0	Cairo	Nasr City	Call Center	1
427	Water leakage reported at Malleshwaram	water	BWSSB	Critical	Closed	0.5176504629629629	Low Pressure	10/29/2024	11/1/2024	4.0	Giza	Dokki	Website	1
428	Water leakage reported at BTM Layout	water	BWSSB	Critical	In Progress	0.7215856481481482	Low Pressure	10/29/2025			Giza	Dokki	Mobile App	1
429	Water contamination issue at MG Road	water	BWSSB	Critical	Closed	0.8458333333333333	Low Pressure	5/24/2023	5/27/2023	4.0	Cairo	Nasr City	Mobile App	1
430	Water leakage reported at Jayanagar	water	BWSSB	Critical	Closed	0.6633796296296296	No Water	5/6/2023	5/11/2023	3.0	Giza	Dokki	Mobile App	1
431	No water supply in Yelahanka since 4 days	water	BWSSB	Critical	Closed	0.3789236111111111	Leakage	1/2/2024	1/4/2024	5.0	Giza	Dokki	Mobile App	1
432	No water supply in Malleshwaram since 6 days	water	BWSSB	High	In Progress	0.3040856481481481	No Water	5/14/2023			Giza	Dokki	Mobile App	3
433	Water contamination issue at Whitefield	water	BWSSB	Critical	Closed	0.1272569444444444	No Water	9/4/2023	9/7/2023	4.0	Giza	Mohandessin	Call Center	1
434	Water contamination issue at Yelahanka	water	BWSSB	High	Closed	0.5145601851851852	No Water	12/7/2025	12/14/2025	2.0	Giza	Dokki	Mobile App	3
435	No water supply in Whitefield since 7 days	water	BWSSB	Critical	In Progress	0.1408217592592592	Leakage	11/6/2023			Giza	Haram	Mobile App	1
436	No water supply in Jayanagar since 1 days	water	BWSSB	High	Closed	0.4767592592592592	No Water	4/1/2025	4/7/2025	3.0	Giza	Mohandessin	Call Center	3
437	No water supply in Whitefield since 8 days	water	BWSSB	High	Pending	0.2116898148148148	Leakage	6/4/2024			Giza	Mohandessin	Mobile App	3
438	Water leakage reported at Jayanagar	water	BWSSB	Critical	Pending	0.0217129629629629	Low Pressure	11/19/2024			Giza	Dokki	Call Center	1
439	Water contamination issue at Indiranagar	water	BWSSB	Critical	Closed	0.1585648148148148	Low Pressure	4/2/2024	4/10/2024	2.0	Cairo	Nasr City	Mobile App	1
440	Broken water pipe flooding street at Yelahanka	water	BWSSB	Critical	In Progress	0.5923263888888889	Leakage	8/6/2023			Cairo	Nasr City	Call Center	1
441	Broken water pipe flooding street at Yelahanka	water	BWSSB	Critical	Pending	0.7983912037037038	No Water	1/19/2024			Giza	Mohandessin	Website	1
442	No water supply in Jayanagar since 5 days	water	BWSSB	High	Closed	0.4609143518518518	Leakage	3/11/2025	3/20/2025	1.0	Giza	Dokki	Mobile App	3
443	Water contamination issue at Jayanagar	water	BWSSB	High	In Progress	0.0089467592592592	Leakage	6/3/2025			Cairo	Nasr City	Website	3
444	No water supply in Koramangala since 10 days	water	BWSSB	High	Closed	0.6531018518518519	Leakage	11/14/2024	11/16/2024	5.0	Cairo	Maadi	Website	3
445	Broken water pipe flooding street at MG Road	water	BWSSB	High	Closed	0.9074305555555556	Low Pressure	3/28/2024	4/3/2024	3.0	Giza	Mohandessin	Mobile App	3
446	Water contamination issue at Malleshwaram	water	BWSSB	High	Closed	0.01875	No Water	6/26/2025	6/28/2025	5.0	Giza	Dokki	Call Center	3
447	Water leakage reported at Malleshwaram	water	BWSSB	High	Closed	0.8658912037037036	Leakage	12/30/2025	12/31/2025	5.0	Cairo	Maadi	Website	3
448	No water supply in Malleshwaram since 5 days	water	BWSSB	Critical	Closed	0.8922453703703703	Low Pressure	7/15/2023	7/18/2023	4.0	Giza	Haram	Mobile App	1
449	Water contamination issue at Indiranagar	water	BWSSB	Critical	Closed	0.5271064814814815	No Water	2/2/2024	2/4/2024	5.0	Cairo	Heliopolis	Website	1
450	Water contamination issue at BTM Layout	water	BWSSB	Critical	Closed	0.8667824074074074	Low Pressure	4/5/2025	4/6/2025	5.0	Cairo	Nasr City	Mobile App	1
451	No water supply in Yelahanka since 3 days	water	BWSSB	High	Closed	0.1838310185185185	No Water	3/24/2025	3/27/2025	4.0	Giza	Dokki	Call Center	3
452	Broken water pipe flooding street at Malleshwaram	water	BWSSB	High	In Progress	0.2394328703703703	Leakage	5/23/2023			Cairo	Nasr City	Mobile App	3
453	Water contamination issue at Indiranagar	water	BWSSB	High	Closed	0.5477083333333334	Low Pressure	12/1/2024	12/9/2024	2.0	Cairo	Nasr City	Mobile App	3
454	Water leakage reported at Jayanagar	water	BWSSB	High	Pending	0.111261574074074	Leakage	1/28/2024			Cairo	Maadi	Website	3
455	Water contamination issue at Jayanagar	water	BWSSB	High	Pending	0.4399768518518518	No Water	12/11/2023			Giza	Mohandessin	Call Center	3
456	Broken water pipe flooding street at Malleshwaram	water	BWSSB	Critical	Closed	0.7986458333333334	No Water	6/23/2023	6/29/2023	3.0	Cairo	Heliopolis	Call Center	1
457	Water contamination issue at MG Road	water	BWSSB	High	Closed	0.3156134259259259	Leakage	8/20/2024	8/24/2024	4.0	Giza	Dokki	Website	3
458	No water supply in Indiranagar since 2 days	water	BWSSB	Critical	Closed	0.9725462962962964	Low Pressure	11/18/2023	11/19/2023	5.0	Giza	Mohandessin	Mobile App	1
459	Water contamination issue at MG Road	water	BWSSB	Critical	Closed	0.2653240740740741	Leakage	2/17/2023	2/22/2023	3.0	Giza	Haram	Mobile App	1
460	Water leakage reported at Yelahanka	water	BWSSB	Critical	Closed	0.1256712962962963	No Water	11/17/2025	11/19/2025	5.0	Cairo	Heliopolis	Call Center	1
461	Water leakage reported at Indiranagar	water	BWSSB	High	Pending	0.0272916666666666	Low Pressure	12/12/2023			Giza	Haram	Website	3
462	Broken water pipe flooding street at Koramangala	water	BWSSB	Critical	In Progress	0.9914120370370372	Leakage	11/10/2024			Giza	Dokki	Website	1
463	Broken water pipe flooding street at Jayanagar	water	BWSSB	Critical	In Progress	0.209224537037037	Low Pressure	11/28/2023			Giza	Dokki	Call Center	1
464	Water leakage reported at BTM Layout	water	BWSSB	Critical	In Progress	0.449525462962963	No Water	1/21/2025			Giza	Haram	Mobile App	1
465	Water contamination issue at Malleshwaram	water	BWSSB	High	Closed	0.8923611111111112	No Water	4/2/2024	4/9/2024	2.0	Cairo	Maadi	Mobile App	3
466	Water contamination issue at BTM Layout	water	BWSSB	Critical	In Progress	0.4054282407407407	Low Pressure	12/24/2024			Giza	Dokki	Website	1
467	Water leakage reported at Malleshwaram	water	BWSSB	Critical	In Progress	0.8059722222222222	Low Pressure	3/22/2023			Cairo	Maadi	Website	1
468	No water supply in Yelahanka since 10 days	water	BWSSB	High	Pending	0.6730092592592593	Leakage	7/8/2024			Giza	Mohandessin	Call Center	3
469	Broken water pipe flooding street at Indiranagar	water	BWSSB	Critical	Closed	0.7357986111111111	Leakage	9/12/2025	9/14/2025	5.0	Giza	Haram	Mobile App	1
470	No water supply in Koramangala since 9 days	water	BWSSB	Critical	Closed	0.5547222222222222	No Water	3/3/2025	3/11/2025	2.0	Cairo	Nasr City	Mobile App	1
471	Broken water pipe flooding street at BTM Layout	water	BWSSB	High	Closed	0.567025462962963	No Water	1/25/2025	2/1/2025	2.0	Cairo	Nasr City	Mobile App	3
472	Broken water pipe flooding street at Koramangala	water	BWSSB	High	Pending	0.7368634259259259	Leakage	8/15/2025			Cairo	Nasr City	Call Center	3
473	No water supply in Jayanagar since 9 days	water	BWSSB	Critical	Pending	0.9759027777777778	No Water	3/30/2025			Giza	Haram	Call Center	1
474	Water contamination issue at Whitefield	water	BWSSB	High	Closed	0.1315509259259259	Leakage	9/15/2025	9/23/2025	2.0	Cairo	Heliopolis	Mobile App	3
475	Broken water pipe flooding street at Yelahanka	water	BWSSB	Critical	Closed	0.5986458333333333	Low Pressure	4/30/2025	5/1/2025	5.0	Giza	Dokki	Mobile App	1
476	Water leakage reported at BTM Layout	water	BWSSB	High	Pending	0.490787037037037	Low Pressure	9/27/2024			Giza	Mohandessin	Mobile App	3
477	Water contamination issue at MG Road	water	BWSSB	Critical	In Progress	0.0428472222222222	No Water	7/26/2025			Giza	Dokki	Call Center	1
478	Water leakage reported at Koramangala	water	BWSSB	High	Closed	0.5918518518518519	No Water	5/18/2023	5/25/2023	2.0	Cairo	Maadi	Mobile App	3
479	Water leakage reported at MG Road	water	BWSSB	Critical	Closed	0.0224305555555555	Leakage	11/28/2025	12/1/2025	4.0	Cairo	Nasr City	Call Center	1
480	Water leakage reported at Indiranagar	water	BWSSB	High	Closed	0.7020601851851852	Low Pressure	2/7/2024	2/9/2024	5.0	Cairo	Heliopolis	Mobile App	3
481	No water supply in Whitefield since 8 days	water	BWSSB	Critical	In Progress	0.286724537037037	Low Pressure	10/3/2024			Cairo	Nasr City	Website	1
482	Water leakage reported at Koramangala	water	BWSSB	High	Closed	0.5637847222222222	Low Pressure	4/10/2025	4/18/2025	2.0	Cairo	Heliopolis	Mobile App	3
483	Broken water pipe flooding street at Malleshwaram	water	BWSSB	High	Closed	0.904988425925926	Low Pressure	5/19/2025	5/21/2025	5.0	Giza	Mohandessin	Call Center	3
484	Water contamination issue at Yelahanka	water	BWSSB	High	Closed	0.2585069444444444	Leakage	4/5/2023	4/14/2023	1.0	Cairo	Maadi	Website	3
485	No water supply in Koramangala since 3 days	water	BWSSB	Critical	In Progress	0.7837962962962963	No Water	11/20/2025			Giza	Mohandessin	Mobile App	1
486	Water contamination issue at Koramangala	water	BWSSB	High	Closed	0.2060069444444444	No Water	11/18/2023	11/24/2023	3.0	Giza	Haram	Call Center	3
487	No water supply in Yelahanka since 7 days	water	BWSSB	High	Closed	0.4336689814814815	Low Pressure	10/11/2025	10/18/2025	2.0	Cairo	Maadi	Website	3
488	Water contamination issue at MG Road	water	BWSSB	High	Closed	0.3370833333333333	No Water	8/21/2024	8/22/2024	5.0	Cairo	Heliopolis	Call Center	3
489	Broken water pipe flooding street at Koramangala	water	BWSSB	Critical	Closed	0.7798495370370371	Low Pressure	7/14/2023	7/16/2023	5.0	Giza	Mohandessin	Website	1
490	Water contamination issue at Koramangala	water	BWSSB	High	Closed	0.1469907407407407	Low Pressure	9/4/2024	9/13/2024	1.0	Cairo	Heliopolis	Mobile App	3
491	Water leakage reported at Jayanagar	water	BWSSB	High	In Progress	0.9296412037037036	No Water	6/24/2023			Cairo	Nasr City	Mobile App	3
492	Water leakage reported at BTM Layout	water	BWSSB	Critical	Closed	0.8317939814814815	Low Pressure	7/21/2024	7/22/2024	5.0	Cairo	Maadi	Mobile App	1
493	Water leakage reported at Whitefield	water	BWSSB	Critical	In Progress	0.6899305555555556	Low Pressure	10/21/2024			Giza	Haram	Website	1
494	Water leakage reported at Indiranagar	water	BWSSB	Critical	In Progress	0.0092592592592592	Low Pressure	11/11/2024			Cairo	Nasr City	Mobile App	1
495	No water supply in Whitefield since 7 days	water	BWSSB	High	Closed	0.0093055555555555	Leakage	6/22/2024	6/26/2024	4.0	Giza	Mohandessin	Mobile App	3
496	Water contamination issue at MG Road	water	BWSSB	Critical	Closed	0.8967013888888888	Leakage	8/19/2025	8/24/2025	3.0	Giza	Mohandessin	Mobile App	1
